,node,port,wire
4281,sky130_fd_sc_hd__and4_2 U4851,"['A', 'B', 'C', 'D', 'X']","['\\count_cycle[11]', '\\count_cycle[12]', '\\count_cycle[13]', 'n6216', 'n6224']"
4282,sky130_fd_sc_hd__o21ai_2 U4852,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[13]', 'n6222', 'n6220', 'n6225']"
4283,sky130_fd_sc_hd__nor2_2 U4853,"['A', 'B', 'Y']","['n6224', 'n6225', 'n624']"
4284,sky130_fd_sc_hd__and2_2 U4854,"['A', 'B', 'X']","['\\count_cycle[14]', 'n6224', 'n6226']"
4285,sky130_fd_sc_hd__o21ai_2 U4855,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[14]', 'n6224', 'n6220', 'n6227']"
4286,sky130_fd_sc_hd__nor2_2 U4856,"['A', 'B', 'Y']","['n6226', 'n6227', 'n625']"
4287,sky130_fd_sc_hd__and3_2 U4857,"['A', 'B', 'C', 'X']","['\\count_cycle[14]', '\\count_cycle[15]', 'n6224', 'n6228']"
4288,sky130_fd_sc_hd__o21ai_2 U4858,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[15]', 'n6226', 'n6220', 'n6229']"
4289,sky130_fd_sc_hd__nor2_2 U4859,"['A', 'B', 'Y']","['n6228', 'n6229', 'n626']"
4290,sky130_fd_sc_hd__or2_2 U486,"['A', 'B', 'X']","['n2573', 'n2574', 'n2575']"
4291,sky130_fd_sc_hd__and4_2 U4860,"['A', 'B', 'C', 'D', 'X']","['\\count_cycle[14]', '\\count_cycle[15]', '\\count_cycle[16]', 'n6224', 'n6230']"
4292,sky130_fd_sc_hd__o21ai_2 U4861,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[16]', 'n6228', 'n6220', 'n6231']"
4293,sky130_fd_sc_hd__nor2_2 U4862,"['A', 'B', 'Y']","['n6230', 'n6231', 'n627']"
4294,sky130_fd_sc_hd__a21oi_2 U4863,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[17]', 'n6230', 'n5593', 'n6232']"
4295,sky130_fd_sc_hd__o21a_2 U4864,"['A1', 'A2', 'B1', 'X']","['\\count_cycle[17]', 'n6230', 'n6232', 'n628']"
4296,sky130_fd_sc_hd__and3_2 U4865,"['A', 'B', 'C', 'X']","['\\count_cycle[17]', '\\count_cycle[18]', 'n6230', 'n6233']"
4297,sky130_fd_sc_hd__a21o_2 U4866,"['A1', 'A2', 'B1', 'X']","['\\count_cycle[17]', 'n6230', '\\count_cycle[18]', 'n6234']"
4298,sky130_fd_sc_hd__and3b_2 U4867,"['A_N', 'B', 'C', 'X']","['n6233', 'n6198', 'n6234', 'n6235']"
4299,sky130_fd_sc_hd__buf_1 U4868,"['A', 'X']","['n6235', 'n629']"
4300,sky130_fd_sc_hd__and4_2 U4869,"['A', 'B', 'C', 'D', 'X']","['\\count_cycle[17]', '\\count_cycle[18]', '\\count_cycle[19]', 'n6230', 'n6236']"
4301,sky130_fd_sc_hd__nand2_2 U487,"['A', 'B', 'Y']","['n2573', 'n2574', 'n2576']"
4302,sky130_fd_sc_hd__buf_1 U4870,"['A', 'X']","['n5727', 'n6237']"
4303,sky130_fd_sc_hd__o21ai_2 U4871,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[19]', 'n6233', 'n6237', 'n6238']"
4304,sky130_fd_sc_hd__nor2_2 U4872,"['A', 'B', 'Y']","['n6236', 'n6238', 'n630']"
4305,sky130_fd_sc_hd__and2_2 U4873,"['A', 'B', 'X']","['\\count_cycle[20]', 'n6236', 'n6239']"
4306,sky130_fd_sc_hd__o21ai_2 U4874,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[20]', 'n6236', 'n6237', 'n6240']"
4307,sky130_fd_sc_hd__nor2_2 U4875,"['A', 'B', 'Y']","['n6239', 'n6240', 'n631']"
4308,sky130_fd_sc_hd__and3_2 U4876,"['A', 'B', 'C', 'X']","['\\count_cycle[20]', '\\count_cycle[21]', 'n6236', 'n6241']"
4309,sky130_fd_sc_hd__or2_2 U4877,"['A', 'B', 'X']","['\\count_cycle[21]', 'n6239', 'n6242']"
4310,sky130_fd_sc_hd__and3b_2 U4878,"['A_N', 'B', 'C', 'X']","['n6241', 'n6198', 'n6242', 'n6243']"
4311,sky130_fd_sc_hd__buf_1 U4879,"['A', 'X']","['n6243', 'n632']"
4312,sky130_fd_sc_hd__nand2_2 U488,"['A', 'B', 'Y']","['n2575', 'n2576', 'n2577']"
4313,sky130_fd_sc_hd__and4_2 U4880,"['A', 'B', 'C', 'D', 'X']","['\\count_cycle[20]', '\\count_cycle[21]', '\\count_cycle[22]', 'n6236', 'n6244']"
4314,sky130_fd_sc_hd__or2_2 U4881,"['A', 'B', 'X']","['\\count_cycle[22]', 'n6241', 'n6245']"
4315,sky130_fd_sc_hd__and3b_2 U4882,"['A_N', 'B', 'C', 'X']","['n6244', 'n6198', 'n6245', 'n6246']"
4316,sky130_fd_sc_hd__buf_1 U4883,"['A', 'X']","['n6246', 'n633']"
4317,sky130_fd_sc_hd__a21oi_2 U4884,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[23]', 'n6244', 'n5593', 'n6247']"
4318,sky130_fd_sc_hd__o21a_2 U4885,"['A1', 'A2', 'B1', 'X']","['\\count_cycle[23]', 'n6244', 'n6247', 'n634']"
4319,sky130_fd_sc_hd__and3_2 U4886,"['A', 'B', 'C', 'X']","['\\count_cycle[23]', '\\count_cycle[24]', 'n6244', 'n6248']"
4320,sky130_fd_sc_hd__buf_1 U4887,"['A', 'X']","['n5589', 'n6249']"
4321,sky130_fd_sc_hd__a21o_2 U4888,"['A1', 'A2', 'B1', 'X']","['\\count_cycle[23]', 'n6244', '\\count_cycle[24]', 'n6250']"
4322,sky130_fd_sc_hd__and3b_2 U4889,"['A_N', 'B', 'C', 'X']","['n6248', 'n6249', 'n6250', 'n6251']"
4323,sky130_fd_sc_hd__a31o_2 U489,"['A1', 'A2', 'A3', 'B1', 'X']","['n2538', 'n2540', 'n2554', 'n2553', 'n2578']"
4324,sky130_fd_sc_hd__buf_1 U4890,"['A', 'X']","['n6251', 'n635']"
4325,sky130_fd_sc_hd__and4_2 U4891,"['A', 'B', 'C', 'D', 'X']","['\\count_cycle[23]', '\\count_cycle[24]', '\\count_cycle[25]', 'n6244', 'n6252']"
4326,sky130_fd_sc_hd__or2_2 U4892,"['A', 'B', 'X']","['\\count_cycle[25]', 'n6248', 'n6253']"
4327,sky130_fd_sc_hd__and3b_2 U4893,"['A_N', 'B', 'C', 'X']","['n6252', 'n6249', 'n6253', 'n6254']"
4328,sky130_fd_sc_hd__buf_1 U4894,"['A', 'X']","['n6254', 'n636']"
4329,sky130_fd_sc_hd__and2_2 U4895,"['A', 'B', 'X']","['\\count_cycle[26]', 'n6252', 'n6255']"
4330,sky130_fd_sc_hd__o21ai_2 U4896,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[26]', 'n6252', 'n6237', 'n6256']"
4331,sky130_fd_sc_hd__nor2_2 U4897,"['A', 'B', 'Y']","['n6255', 'n6256', 'n637']"
4332,sky130_fd_sc_hd__and3_2 U4898,"['A', 'B', 'C', 'X']","['\\count_cycle[26]', '\\count_cycle[27]', 'n6252', 'n6257']"
4333,sky130_fd_sc_hd__o21ai_2 U4899,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[27]', 'n6255', 'n6237', 'n6258']"
4334,sky130_fd_sc_hd__or2_2 U49,"['A', 'B', 'X']","['n2131', 'n2168', 'n2169']"
4335,sky130_fd_sc_hd__or2_2 U490,"['A', 'B', 'X']","['n2577', 'n2578', 'n2579']"
4336,sky130_fd_sc_hd__nor2_2 U4900,"['A', 'B', 'Y']","['n6257', 'n6258', 'n638']"
4337,sky130_fd_sc_hd__o21ai_2 U4901,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[28]', 'n6257', 'n5728', 'n6259']"
4338,sky130_fd_sc_hd__a21oi_2 U4902,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[28]', 'n6257', 'n6259', 'n639']"
4339,sky130_fd_sc_hd__and2_2 U4903,"['A', 'B', 'X']","['\\count_cycle[28]', '\\count_cycle[29]', 'n6260']"
4340,sky130_fd_sc_hd__and4_2 U4904,"['A', 'B', 'C', 'D', 'X']","['\\count_cycle[26]', '\\count_cycle[27]', 'n6252', 'n6260', 'n6261']"
4341,sky130_fd_sc_hd__a21o_2 U4905,"['A1', 'A2', 'B1', 'X']","['\\count_cycle[28]', 'n6257', '\\count_cycle[29]', 'n6262']"
4342,sky130_fd_sc_hd__and3b_2 U4906,"['A_N', 'B', 'C', 'X']","['n6261', 'n6249', 'n6262', 'n6263']"
4343,sky130_fd_sc_hd__buf_1 U4907,"['A', 'X']","['n6263', 'n640']"
4344,sky130_fd_sc_hd__and2_2 U4908,"['A', 'B', 'X']","['\\count_cycle[30]', 'n6261', 'n6264']"
4345,sky130_fd_sc_hd__o21ai_2 U4909,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[30]', 'n6261', 'n6237', 'n6265']"
4346,sky130_fd_sc_hd__a21oi_2 U491,"['A1', 'A2', 'B1', 'Y']","['n2577', 'n2578', 'n2495', 'n2580']"
4347,sky130_fd_sc_hd__nor2_2 U4910,"['A', 'B', 'Y']","['n6264', 'n6265', 'n641']"
4348,sky130_fd_sc_hd__and3_2 U4911,"['A', 'B', 'C', 'X']","['\\count_cycle[30]', '\\count_cycle[31]', 'n6261', 'n6266']"
4349,sky130_fd_sc_hd__o21ai_2 U4912,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[31]', 'n6264', 'n6237', 'n6267']"
4350,sky130_fd_sc_hd__nor2_2 U4913,"['A', 'B', 'Y']","['n6266', 'n6267', 'n642']"
4351,sky130_fd_sc_hd__o21ai_2 U4914,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[32]', 'n6266', 'n5728', 'n6268']"
4352,sky130_fd_sc_hd__a21oi_2 U4915,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[32]', 'n6266', 'n6268', 'n643']"
4353,sky130_fd_sc_hd__and2_2 U4916,"['A', 'B', 'X']","['\\count_cycle[32]', '\\count_cycle[33]', 'n6269']"
4354,sky130_fd_sc_hd__and4_2 U4917,"['A', 'B', 'C', 'D', 'X']","['\\count_cycle[30]', '\\count_cycle[31]', 'n6261', 'n6269', 'n6270']"
4355,sky130_fd_sc_hd__a21o_2 U4918,"['A1', 'A2', 'B1', 'X']","['\\count_cycle[32]', 'n6266', '\\count_cycle[33]', 'n6271']"
4356,sky130_fd_sc_hd__and3b_2 U4919,"['A_N', 'B', 'C', 'X']","['n6270', 'n6249', 'n6271', 'n6272']"
4357,sky130_fd_sc_hd__buf_1 U492,"['A', 'X']","['n2562', 'n2581']"
4358,sky130_fd_sc_hd__buf_1 U4920,"['A', 'X']","['n6272', 'n644']"
4359,sky130_fd_sc_hd__and2_2 U4921,"['A', 'B', 'X']","['\\count_cycle[34]', 'n6270', 'n6273']"
4360,sky130_fd_sc_hd__buf_1 U4922,"['A', 'X']","['n5727', 'n6274']"
4361,sky130_fd_sc_hd__o21ai_2 U4923,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[34]', 'n6270', 'n6274', 'n6275']"
4362,sky130_fd_sc_hd__nor2_2 U4924,"['A', 'B', 'Y']","['n6273', 'n6275', 'n645']"
4363,sky130_fd_sc_hd__and3_2 U4925,"['A', 'B', 'C', 'X']","['\\count_cycle[34]', '\\count_cycle[35]', 'n6270', 'n6276']"
4364,sky130_fd_sc_hd__o21ai_2 U4926,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[35]', 'n6273', 'n6274', 'n6277']"
4365,sky130_fd_sc_hd__nor2_2 U4927,"['A', 'B', 'Y']","['n6276', 'n6277', 'n646']"
4366,sky130_fd_sc_hd__o21ai_2 U4928,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[36]', 'n6276', 'n5728', 'n6278']"
4367,sky130_fd_sc_hd__a21oi_2 U4929,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[36]', 'n6276', 'n6278', 'n647']"
4368,sky130_fd_sc_hd__buf_1 U493,"['A', 'X']","['n2280', 'n2582']"
4369,sky130_fd_sc_hd__and2_2 U4930,"['A', 'B', 'X']","['\\count_cycle[36]', '\\count_cycle[37]', 'n6279']"
4370,sky130_fd_sc_hd__and4_2 U4931,"['A', 'B', 'C', 'D', 'X']","['\\count_cycle[34]', '\\count_cycle[35]', 'n6270', 'n6279', 'n6280']"
4371,sky130_fd_sc_hd__a21o_2 U4932,"['A1', 'A2', 'B1', 'X']","['\\count_cycle[36]', 'n6276', '\\count_cycle[37]', 'n6281']"
4372,sky130_fd_sc_hd__and3b_2 U4933,"['A_N', 'B', 'C', 'X']","['n6280', 'n6249', 'n6281', 'n6282']"
4373,sky130_fd_sc_hd__buf_1 U4934,"['A', 'X']","['n6282', 'n648']"
4374,sky130_fd_sc_hd__and2_2 U4935,"['A', 'B', 'X']","['\\count_cycle[38]', 'n6280', 'n6283']"
4375,sky130_fd_sc_hd__o21ai_2 U4936,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[38]', 'n6280', 'n6274', 'n6284']"
4376,sky130_fd_sc_hd__nor2_2 U4937,"['A', 'B', 'Y']","['n6283', 'n6284', 'n649']"
4377,sky130_fd_sc_hd__and3_2 U4938,"['A', 'B', 'C', 'X']","['\\count_cycle[38]', '\\count_cycle[39]', 'n6280', 'n6285']"
4378,sky130_fd_sc_hd__o21ai_2 U4939,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[39]', 'n6283', 'n6274', 'n6286']"
4379,sky130_fd_sc_hd__buf_1 U494,"['A', 'X']","['n2582', 'n2583']"
4380,sky130_fd_sc_hd__nor2_2 U4940,"['A', 'B', 'Y']","['n6285', 'n6286', 'n650']"
4381,sky130_fd_sc_hd__buf_1 U4941,"['A', 'X']","['n2201', 'n6287']"
4382,sky130_fd_sc_hd__o21ai_2 U4942,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[40]', 'n6285', 'n6287', 'n6288']"
4383,sky130_fd_sc_hd__a21oi_2 U4943,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[40]', 'n6285', 'n6288', 'n651']"
4384,sky130_fd_sc_hd__and2_2 U4944,"['A', 'B', 'X']","['\\count_cycle[40]', '\\count_cycle[41]', 'n6289']"
4385,sky130_fd_sc_hd__and4_2 U4945,"['A', 'B', 'C', 'D', 'X']","['\\count_cycle[38]', '\\count_cycle[39]', 'n6280', 'n6289', 'n6290']"
4386,sky130_fd_sc_hd__a21o_2 U4946,"['A1', 'A2', 'B1', 'X']","['\\count_cycle[40]', 'n6285', '\\count_cycle[41]', 'n6291']"
4387,sky130_fd_sc_hd__and3b_2 U4947,"['A_N', 'B', 'C', 'X']","['n6290', 'n6249', 'n6291', 'n6292']"
4388,sky130_fd_sc_hd__buf_1 U4948,"['A', 'X']","['n6292', 'n652']"
4389,sky130_fd_sc_hd__and2_2 U4949,"['A', 'B', 'X']","['\\count_cycle[42]', 'n6290', 'n6293']"
4390,sky130_fd_sc_hd__a21o_2 U495,"['A1', 'A2', 'B1', 'X']","['mem_rdata[16]', 'n2583', 'n2564', 'n2584']"
4391,sky130_fd_sc_hd__o21ai_2 U4950,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[42]', 'n6290', 'n6274', 'n6294']"
4392,sky130_fd_sc_hd__nor2_2 U4951,"['A', 'B', 'Y']","['n6293', 'n6294', 'n653']"
4393,sky130_fd_sc_hd__and3_2 U4952,"['A', 'B', 'C', 'X']","['\\count_cycle[42]', '\\count_cycle[43]', 'n6290', 'n6295']"
4394,sky130_fd_sc_hd__o21ai_2 U4953,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[43]', 'n6293', 'n6274', 'n6296']"
4395,sky130_fd_sc_hd__nor2_2 U4954,"['A', 'B', 'Y']","['n6295', 'n6296', 'n654']"
4396,sky130_fd_sc_hd__o21ai_2 U4955,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[44]', 'n6295', 'n6287', 'n6297']"
4397,sky130_fd_sc_hd__a21oi_2 U4956,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[44]', 'n6295', 'n6297', 'n655']"
4398,sky130_fd_sc_hd__and2_2 U4957,"['A', 'B', 'X']","['\\count_cycle[44]', '\\count_cycle[45]', 'n6298']"
4399,sky130_fd_sc_hd__and4_2 U4958,"['A', 'B', 'C', 'D', 'X']","['\\count_cycle[42]', '\\count_cycle[43]', 'n6290', 'n6298', 'n6299']"
4400,sky130_fd_sc_hd__a21o_2 U4959,"['A1', 'A2', 'B1', 'X']","['\\count_cycle[44]', 'n6295', '\\count_cycle[45]', 'n6300']"
4401,sky130_fd_sc_hd__buf_1 U496,"['A', 'X']","['n2222', 'n2585']"
4402,sky130_fd_sc_hd__and3b_2 U4960,"['A_N', 'B', 'C', 'X']","['n6299', 'n5903', 'n6300', 'n6301']"
4403,sky130_fd_sc_hd__buf_1 U4961,"['A', 'X']","['n6301', 'n656']"
4404,sky130_fd_sc_hd__and2_2 U4962,"['A', 'B', 'X']","['\\count_cycle[46]', 'n6299', 'n6302']"
4405,sky130_fd_sc_hd__buf_1 U4963,"['A', 'X']","['n5727', 'n6303']"
4406,sky130_fd_sc_hd__o21ai_2 U4964,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[46]', 'n6299', 'n6303', 'n6304']"
4407,sky130_fd_sc_hd__nor2_2 U4965,"['A', 'B', 'Y']","['n6302', 'n6304', 'n657']"
4408,sky130_fd_sc_hd__and3_2 U4966,"['A', 'B', 'C', 'X']","['\\count_cycle[46]', '\\count_cycle[47]', 'n6299', 'n6305']"
4409,sky130_fd_sc_hd__o21ai_2 U4967,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[47]', 'n6302', 'n6303', 'n6306']"
4410,sky130_fd_sc_hd__nor2_2 U4968,"['A', 'B', 'Y']","['n6305', 'n6306', 'n658']"
4411,sky130_fd_sc_hd__o21ai_2 U4969,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[48]', 'n6305', 'n6287', 'n6307']"
4412,sky130_fd_sc_hd__buf_1 U497,"['A', 'X']","['pcpi_rs1[16]', 'n2586']"
4413,sky130_fd_sc_hd__a21oi_2 U4970,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[48]', 'n6305', 'n6307', 'n659']"
4414,sky130_fd_sc_hd__and2_2 U4971,"['A', 'B', 'X']","['\\count_cycle[48]', '\\count_cycle[49]', 'n6308']"
4415,sky130_fd_sc_hd__and4_2 U4972,"['A', 'B', 'C', 'D', 'X']","['\\count_cycle[46]', '\\count_cycle[47]', 'n6299', 'n6308', 'n6309']"
4416,sky130_fd_sc_hd__a21o_2 U4973,"['A1', 'A2', 'B1', 'X']","['\\count_cycle[48]', 'n6305', '\\count_cycle[49]', 'n6310']"
4417,sky130_fd_sc_hd__and3b_2 U4974,"['A_N', 'B', 'C', 'X']","['n6309', 'n5903', 'n6310', 'n6311']"
4418,sky130_fd_sc_hd__buf_1 U4975,"['A', 'X']","['n6311', 'n660']"
4419,sky130_fd_sc_hd__and2_2 U4976,"['A', 'B', 'X']","['\\count_cycle[50]', 'n6309', 'n6312']"
4420,sky130_fd_sc_hd__o21ai_2 U4977,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[50]', 'n6309', 'n6303', 'n6313']"
4421,sky130_fd_sc_hd__nor2_2 U4978,"['A', 'B', 'Y']","['n6312', 'n6313', 'n661']"
4422,sky130_fd_sc_hd__o21ai_2 U4979,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[51]', 'n6312', 'n6287', 'n6314']"
4423,sky130_fd_sc_hd__buf_1 U498,"['A', 'X']","['n2586', 'n2587']"
4424,sky130_fd_sc_hd__a21oi_2 U4980,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[51]', 'n6312', 'n6314', 'n662']"
4425,sky130_fd_sc_hd__and4_2 U4981,"['A', 'B', 'C', 'D', 'X']","['\\count_cycle[50]', '\\count_cycle[51]', '\\count_cycle[52]', 'n6309', 'n6315']"
4426,sky130_fd_sc_hd__buf_1 U4982,"['A', 'X']","['n6315', 'n6316']"
4427,sky130_fd_sc_hd__a31o_2 U4983,"['A1', 'A2', 'A3', 'B1', 'X']","['\\count_cycle[50]', '\\count_cycle[51]', 'n6309', '\\count_cycle[52]', 'n6317']"
4428,sky130_fd_sc_hd__and3b_2 U4984,"['A_N', 'B', 'C', 'X']","['n6316', 'n5903', 'n6317', 'n6318']"
4429,sky130_fd_sc_hd__buf_1 U4985,"['A', 'X']","['n6318', 'n663']"
4430,sky130_fd_sc_hd__or2_2 U4986,"['A', 'B', 'X']","['\\count_cycle[53]', 'n6316', 'n6319']"
4431,sky130_fd_sc_hd__nand2_2 U4987,"['A', 'B', 'Y']","['\\count_cycle[53]', 'n6316', 'n6320']"
4432,sky130_fd_sc_hd__and3_2 U4988,"['A', 'B', 'C', 'X']","['n5717', 'n6319', 'n6320', 'n6321']"
4433,sky130_fd_sc_hd__buf_1 U4989,"['A', 'X']","['n6321', 'n664']"
4434,sky130_fd_sc_hd__a32o_2 U499,"['A1', 'A2', 'A3', 'B1', 'B2', 'X']","['n2392', 'n2581', 'n2584', 'n2585', 'n2587', 'n2588']"
4435,sky130_fd_sc_hd__inv_2 U4990,"['A', 'Y']","['\\count_cycle[54]', 'n6322']"
4436,sky130_fd_sc_hd__and2_2 U4991,"['A', 'B', 'X']","['\\count_cycle[53]', '\\count_cycle[54]', 'n6323']"
4437,sky130_fd_sc_hd__and2_2 U4992,"['A', 'B', 'X']","['n6315', 'n6323', 'n6324']"
4438,sky130_fd_sc_hd__a211oi_2 U4993,"['A1', 'A2', 'B1', 'C1', 'Y']","['n6322', 'n6320', 'n6324', 'n5724', 'n665']"
4439,sky130_fd_sc_hd__o21ai_2 U4994,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[55]', 'n6324', 'n6287', 'n6325']"
4440,sky130_fd_sc_hd__a21oi_2 U4995,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[55]', 'n6324', 'n6325', 'n666']"
4441,sky130_fd_sc_hd__and3_2 U4996,"['A', 'B', 'C', 'X']","['\\count_cycle[55]', '\\count_cycle[56]', 'n6324', 'n6326']"
4442,sky130_fd_sc_hd__a31o_2 U4997,"['A1', 'A2', 'A3', 'B1', 'X']","['\\count_cycle[55]', 'n6316', 'n6323', '\\count_cycle[56]', 'n6327']"
4443,sky130_fd_sc_hd__and3b_2 U4998,"['A_N', 'B', 'C', 'X']","['n6326', 'n5903', 'n6327', 'n6328']"
4444,sky130_fd_sc_hd__buf_1 U4999,"['A', 'X']","['n6328', 'n667']"
4445,sky130_fd_sc_hd__buf_2 U5,"['A', 'X']","['mem_la_wdata[2]', 'pcpi_rs2[2]']"
4446,sky130_fd_sc_hd__inv_2 U50,"['A', 'Y']","['n2169', 'mem_la_write']"
4447,sky130_fd_sc_hd__a211o_2 U500,"['A1', 'A2', 'B1', 'C1', 'X']","['n2579', 'n2580', 'n2588', 'n2569', 'n2589']"
4448,sky130_fd_sc_hd__o21ai_2 U5000,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[57]', 'n6326', 'n6287', 'n6329']"
4449,sky130_fd_sc_hd__a21oi_2 U5001,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[57]', 'n6326', 'n6329', 'n668']"
4450,sky130_fd_sc_hd__and4_2 U5002,"['A', 'B', 'C', 'D', 'X']","['\\count_cycle[55]', '\\count_cycle[56]', '\\count_cycle[57]', '\\count_cycle[58]', 'n6330']"
4451,sky130_fd_sc_hd__and3_2 U5003,"['A', 'B', 'C', 'X']","['n6316', 'n6323', 'n6330', 'n6331']"
4452,sky130_fd_sc_hd__a21o_2 U5004,"['A1', 'A2', 'B1', 'X']","['\\count_cycle[57]', 'n6326', '\\count_cycle[58]', 'n6332']"
4453,sky130_fd_sc_hd__and3b_2 U5005,"['A_N', 'B', 'C', 'X']","['n6331', 'n5903', 'n6332', 'n6333']"
4454,sky130_fd_sc_hd__buf_1 U5006,"['A', 'X']","['n6333', 'n669']"
4455,sky130_fd_sc_hd__and4_2 U5007,"['A', 'B', 'C', 'D', 'X']","['\\count_cycle[59]', 'n6316', 'n6323', 'n6330', 'n6334']"
4456,sky130_fd_sc_hd__o21ai_2 U5008,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[59]', 'n6331', 'n6303', 'n6335']"
4457,sky130_fd_sc_hd__nor2_2 U5009,"['A', 'B', 'Y']","['n6334', 'n6335', 'n670']"
4458,sky130_fd_sc_hd__o21a_2 U501,"['A1', 'A2', 'B1', 'X']","['n2520', 'n2572', 'n2589', 'n7653']"
4459,sky130_fd_sc_hd__and2_2 U5010,"['A', 'B', 'X']","['\\count_cycle[60]', 'n6334', 'n6336']"
4460,sky130_fd_sc_hd__o21ai_2 U5011,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[60]', 'n6334', 'n6303', 'n6337']"
4461,sky130_fd_sc_hd__nor2_2 U5012,"['A', 'B', 'Y']","['n6336', 'n6337', 'n671']"
4462,sky130_fd_sc_hd__and3_2 U5013,"['A', 'B', 'C', 'X']","['\\count_cycle[60]', '\\count_cycle[61]', 'n6334', 'n6338']"
4463,sky130_fd_sc_hd__o21ai_2 U5014,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[61]', 'n6336', 'n6303', 'n6339']"
4464,sky130_fd_sc_hd__nor2_2 U5015,"['A', 'B', 'Y']","['n6338', 'n6339', 'n672']"
4465,sky130_fd_sc_hd__and4_2 U5016,"['A', 'B', 'C', 'D', 'X']","['\\count_cycle[60]', '\\count_cycle[61]', '\\count_cycle[62]', 'n6334', 'n6340']"
4466,sky130_fd_sc_hd__o21ai_2 U5017,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[62]', 'n6338', 'n5728', 'n6341']"
4467,sky130_fd_sc_hd__nor2_2 U5018,"['A', 'B', 'Y']","['n6340', 'n6341', 'n673']"
4468,sky130_fd_sc_hd__a21oi_2 U5019,"['A1', 'A2', 'B1', 'Y']","['\\count_cycle[63]', 'n6340', 'n5593', 'n6342']"
4469,sky130_fd_sc_hd__and2_2 U502,"['A', 'B', 'X']","['\\count_instr[49]', 'n2414', 'n2590']"
4470,sky130_fd_sc_hd__o21a_2 U5020,"['A1', 'A2', 'B1', 'X']","['\\count_cycle[63]', 'n6340', 'n6342', 'n674']"
4471,sky130_fd_sc_hd__xnor2_2 U5021,"['A', 'B', 'Y']","['\\decoded_imm[31]', 'n3416', 'n6343']"
4472,sky130_fd_sc_hd__a21oi_2 U5022,"['A1', 'A2', 'B1', 'Y']","['n4789', 'n4793', 'n6343', 'n6344']"
4473,sky130_fd_sc_hd__a31o_2 U5023,"['A1', 'A2', 'A3', 'B1', 'X']","['n4789', 'n4793', 'n6343', 'n2227', 'n6345']"
4474,sky130_fd_sc_hd__mux4_2 U5024,"['A0', 'A1', 'A2', 'A3', 'S0', 'S1', 'X']","['\\cpuregs[4][31]', '\\cpuregs[5][31]', '\\cpuregs[6][31]', '\\cpuregs[7][31]', 'n4272', 'n3592', 'n6346']"
4475,sky130_fd_sc_hd__mux4_2 U5025,"['A0', 'A1', 'A2', 'A3', 'S0', 'S1', 'X']","['\\cpuregs[0][31]', '\\cpuregs[1][31]', '\\cpuregs[2][31]', '\\cpuregs[3][31]', 'n4272', 'n3592', 'n6347']"
4476,sky130_fd_sc_hd__mux2_2 U5026,"['A0', 'A1', 'S', 'X']","['n6346', 'n6347', 'n3629', 'n6348']"
